date,recorded_animal,role,clusterID,r_fr_slope_pull_rt_all,p_fr_slope_pull_rt_all,r_fr_slope_social_evidence_all,p_fr_slope_social_evidence_all
20250415,dodson,leader,9,-0.6706021360988845,3.937123538222118e-08,0.5351826631946226,3.6458762407423823e-05
20250415,dodson,leader,12,-0.45514188518052284,0.0006165931875813703,0.44483023520775206,0.0008460944237357023
20250415,dodson,leader,13,-0.5792539869782146,5.5107999747592904e-06,0.4496859858139105,0.0007298669477437942
20250415,dodson,leader,15,-0.4797479369938133,0.0002780459675098182,0.3578994144562785,0.008508339385137032
20250415,dodson,leader,19,-0.4608608742614933,0.0005151176149147792,0.3975994963390681,0.0031969223928184514
20250415,dodson,leader,21,-0.30967766986051026,0.02403839323582636,0.06473013207384623,0.6451652399078301
20250415,dodson,leader,31,-0.44432024770632084,0.0008592197865296322,0.18546689534700525,0.18365275563451877
20250415,dodson,leader,36,-0.023931011310190792,0.8649390813061327,-0.19331719511944168,0.16546184775178097
20250415,dodson,leader,38,-0.3590569158618502,0.008282605594265975,0.3471458599304995,0.010873472140244679
20250415,dodson,leader,40,-0.3835869595056973,0.0045781803502842324,0.19127096190622495,0.17007133526227483
20250415,dodson,leader,44,-0.4697723992712204,0.00038679159872517815,0.2779961525719318,0.04385183728666435
20250415,dodson,leader,45,-0.32255533419651716,0.01849347376703076,0.1452095135174266,0.29952866063932365
20250415,dodson,leader,60,-0.5223446794239206,6.024195049846105e-05,0.39171384063740244,0.00372434954195993
20250415,dodson,leader,69,-0.20720877607370858,0.13655517082965615,-0.016328054313811874,0.907618290175836
20250415,dodson,leader,70,-0.4851652576565969,0.00023142458064619273,0.37270505324054387,0.005988243597749659
20250415,dodson,leader,81,-0.24895524305893058,0.07223661464900036,0.2866366766837952,0.03744566625139116
20250415,dodson,leader,105,-0.47315682980675533,0.00034620060543661806,0.381919318886831,0.004773257354362584
20250415,dodson,leader,116,-0.5709713381263499,8.026308302487912e-06,0.5643555458270992,1.0759889049324851e-05
20250415,dodson,leader,119,-0.5145929744313187,8.079710946982613e-05,0.3564820044633183,0.008792012344629365
20250415,dodson,leader,120,-0.5936937732633135,2.789865309333154e-06,0.3231608642768932,0.018262021742418626
20250415,dodson,leader,127,-0.5476105842632207,2.1981612495079532e-05,0.5716457123157495,7.787271344818087e-06
20250415,dodson,leader,130,-0.38014076970843624,0.004989313304813846,0.3946909022421201,0.003448686990609896
20250415,dodson,leader,140,-0.5372892726343619,3.3509068384980825e-05,0.44569225498732656,0.0008243185026460238
20250415,dodson,leader,152,-0.43664553201090195,0.0010801234141320643,0.35894452526265336,0.008304293546514997
20250417,dodson,leader,12,-0.49428710825120564,0.00012530498953955554,0.16263374848269327,0.23548857570465942
20250417,dodson,leader,15,-0.5892007990889327,2.2188187385373e-06,0.13733667228843438,0.3173735525116615
20250417,dodson,leader,21,-0.3835421172290942,0.003845968645263193,0.24683422773555058,0.06925542439146505
20250417,dodson,leader,22,-0.42383664812487154,0.0012618093536491918,0.20147489115394673,0.14020415130699088
20250417,dodson,leader,25,-0.18830300308144413,0.16858386496756594,0.03614671419176727,0.7933218168228886
20250417,dodson,leader,36,-0.5553295141258322,1.0796298993278459e-05,0.11726115219153868,0.3938787198881528
20250417,dodson,leader,60,-0.5123109463446033,6.37588920668124e-05,0.15249399841461295,0.26636809402834877
20250417,dodson,leader,65,-0.44309070023670816,0.0007045476567904025,0.07565819247543294,0.5830079795077648
20250417,dodson,leader,67,-0.41561996262940953,0.0016016510349901657,0.18381323925463458,0.17915450961808776
20250417,dodson,leader,76,-0.515771258564931,5.575699857746256e-05,0.13649744352931487,0.3203681153391445
20250417,dodson,leader,85,-0.34129001893222866,0.010772063499787897,-0.15599573885669352,0.25541209697253014
20250417,dodson,leader,95,-0.42378805493613125,0.001263612499439213,0.08411382685837218,0.5414907134816181
20250417,dodson,leader,100,-0.5105181160254544,6.830772515786404e-05,0.10423777315045941,0.4488350233040688
20250417,dodson,leader,103,-0.14940033145248952,0.27630502005777907,0.021396923048379986,0.8767765946098166
20250417,dodson,leader,105,-0.42269951991754223,0.0013046149785391678,0.2259996331980464,0.09709490710738479
